"","uid","x","y","z","t","dow","timestamp","distance","dt","speed"
"46","614820f9e6",718541.765379024,9676638.93371371,2604,6.73861,3,1685429059,0.0749940824308706,0.000833333333333333,89.9928989170447
"47","614820f9e6",718616.60391166,9676653.31317146,2604,6.73944,3,1685429062,0.0762074456477848,0.000833333333333333,91.4489347773418
"48","614820f9e6",718693.334285616,9676662.17041258,2604,6.74028,3,1685429065,0.0772398925918731,0.000833333333333333,92.6878711102477
"49","614820f9e6",718771.473140788,9676668.8795321,2604,6.74111,3,1685429068,0.0784263538129623,0.000833333333333333,94.1116245755547
"50","614820f9e6",718849.916155401,9676671.46274494,2604,6.74194,3,1685429071,0.0784855370764361,0.000833333333333333,94.1826444917233
"51","614820f9e6",718922.969726015,9676676.0903798,2604,6.74278,3,1685429074,0.0731999944253404,0.000833333333333333,87.8399933104085
"52","614820f9e6",718986.669550789,9676685.86616808,2604,6.74361,3,1685429077,0.064445587225248,0.000833333333333333,77.3347046702975
"53","614820f9e6",719043.865391939,9676696.2284575,2604,6.74444,3,1685429080,0.0581269411438389,0.000833333333333333,69.7523293726067
"54","614820f9e6",719100.089118097,9676722.90575878,2604,6.74556,3,1685429084,0.0622317104582721,0.00111111111111111,56.0085394124449
"55","614820f9e6",719138.754443035,9676736.70698683,2604,6.74639,3,1685429087,0.0410546129987631,0.000833333333333333,49.2655355985157
"56","614820f9e6",719167.409149824,9676748.87785939,2604,6.74889,3,1685429096,0.0311323362436565,0.0025,12.4529344974626
"57","614820f9e6",719179.717952671,9676748.44703528,2604,6.74972,3,1685429099,0.0123163402413354,0.000833333333333333,14.7796082896024
"58","614820f9e6",719200.386302007,9676752.92318299,2583.5,6.75167,3,1685429106,0.0211474954213727,0.00194444444444444,10.8758547881345
"59","614820f9e6",719209.61374957,9676758.1493689,2583.5,6.75389,3,1685429114,0.0106046597145135,0.00222222222222222,4.77209687153109
"60","614820f9e6",719221.991585245,9676759.03454672,2583.5,6.75528,3,1685429119,0.0124094462308079,0.00138888888888889,8.93480128618168
"61","614820f9e6",719245.351196567,9676757.33454503,2585.5,6.75639,3,1685429123,0.023421388661822,0.00111111111111111,21.0792497956398
"62","614820f9e6",719266.922050713,9676769.16392739,2585.5,6.75722,3,1685429126,0.0246015453939469,0.000833333333333333,29.5218544727363
"63","614820f9e6",719299.0977176,9676785.36546121,2585.5,6.75806,3,1685429129,0.0360244810878897,0.000833333333333333,43.2293773054676
"64","614820f9e6",719332.339161782,9676800.58078966,2585.5,6.75889,3,1685429132,0.0365581705096724,0.000833333333333333,43.8698046116069
"65","614820f9e6",719374.827415528,9676813.03701593,2585.5,6.75972,3,1685429135,0.044276509340636,0.000833333333333333,53.1318112087632
"66","614820f9e6",719419.871767996,9676824.65924974,2585.5,6.76056,3,1685429138,0.0465195658614721,0.000833333333333333,55.8234790337666
"67","614820f9e6",719463.901694624,9676841.16067308,2585.5,6.76139,3,1685429141,0.047020542437009,0.000833333333333333,56.4246509244108
"68","614820f9e6",719512.54868706,9676858.99222239,2585.5,6.76222,3,1685429144,0.05181210306463,0.000833333333333333,62.174523677556
"69","614820f9e6",719560.977993876,9676873.16331497,2585.5,6.76306,3,1685429147,0.050460059687094,0.000833333333333333,60.5520716245128
"70","614820f9e6",719606.970542299,9676886.45388772,2585.5,6.76389,3,1685429150,0.0478743546629155,0.000833333333333333,57.4492255954986
"71","614820f9e6",719656.706992198,9676904.08441288,2585.5,6.76472,3,1685429153,0.052768834229708,0.000833333333333333,63.3226010756496
"72","614820f9e6",719715.576856547,9676924.01038616,2585.5,6.76556,3,1685429156,0.062150666445369,0.000833333333333333,74.5807997344428
"73","614820f9e6",719777.514750991,9676937.0074358,2585.5,6.76639,3,1685429159,0.0632868554099142,0.000833333333333333,75.944226491897
"74","614820f9e6",719842.157182835,9676945.04485743,2585.5,6.76722,3,1685429162,0.0651401883711525,0.000833333333333333,78.168226045383
"75","614820f9e6",719910.082805009,9676948.36494181,2585.5,6.76806,3,1685429165,0.0680067136986804,0.000833333333333333,81.6080564384165
"76","614820f9e6",719976.878016253,9676947.51738715,2585.5,6.76889,3,1685429168,0.0668005882762057,0.000833333333333333,80.1607059314468
"77","614820f9e6",720045.945091751,9676942.28605903,2585.5,6.76972,3,1685429171,0.0692649096711194,0.000833333333333333,83.1178916053433
"78","614820f9e6",720117.669933114,9676937.11636543,2585.5,6.77056,3,1685429174,0.0719109073824149,0.000833333333333333,86.2930888588978
"79","614820f9e6",720195.969306252,9676946.09177041,2585.5,6.77167,3,1685429178,0.0788121166343458,0.00111111111111111,70.9309049709112
"80","614820f9e6",720267.27471194,9676942.65914005,2585.5,6.7725,3,1685429181,0.0713879810015275,0.000833333333333333,85.665577201833
"81","614820f9e6",720326.681817138,9676951.77838124,2585.5,6.77333,3,1685429184,0.0601029509072384,0.000833333333333333,72.123541088686
"82","614820f9e6",720388.666949485,9676959.8755361,2585.5,6.77417,3,1685429187,0.0625117632848265,0.000833333333333333,75.0141159417917
"83","614820f9e6",720456.74287746,9676966.32504363,2585.5,6.775,3,1685429190,0.0683807583832145,0.000833333333333333,82.0569100598573
"84","614820f9e6",720530.207133251,9676976.33737732,2585.5,6.77583,3,1685429193,0.0741433996049726,0.000833333333333333,88.9720795259672
"85","614820f9e6",720597.737527384,9676988.67168703,2585.5,6.77667,3,1685429196,0.0686475733564628,0.000833333333333333,82.3770880277554
"86","614820f9e6",720666.600409721,9676993.61555241,2585.5,6.7775,3,1685429199,0.069040121441405,0.000833333333333333,82.848145729686
"87","614820f9e6",720734.045045809,9677001.42642392,2585.5,6.77833,3,1685429202,0.0678954243732011,0.000833333333333333,81.4745092478413
"88","614820f9e6",720795.694991686,9677008.51754573,2585.5,6.77917,3,1685429205,0.0620564246075841,0.000833333333333333,74.4677095291009
"89","614820f9e6",720852.087451764,9677016.84559315,2585.5,6.78,3,1685429208,0.0570040869379116,0.000833333333333333,68.404904325494
"90","614820f9e6",720902.702330853,9677027.84929186,2585.5,6.78083,3,1685429211,0.0517971753126891,0.000833333333333333,62.1566103752269
"91","614820f9e6",720942.874739216,9677038.3295002,2585.5,6.78167,3,1685429214,0.0415169502807202,0.000833333333333333,49.8203403368643
"92","614820f9e6",720976.242237356,9677042.77191668,2585.5,6.78278,3,1685429218,0.0336619220527329,0.00111111111111111,30.2957298474596
"93","614820f9e6",720996.707188262,9677038.95320768,2590,6.78389,3,1685429222,0.0208181832539486,0.00111111111111111,18.7363649285537
"94","614820f9e6",721018.333162362,9677037.70942024,2589,6.78556,3,1685429228,0.0216617119122986,0.00166666666666667,12.9970271473792
"95","614820f9e6",721039.149079579,9677031.13614255,2591,6.78639,3,1685429231,0.0218291179200108,0.000833333333333333,26.1949415040129
"96","614820f9e6",721059.674811139,9677036.53029261,2591,6.78722,3,1685429234,0.0212226885877308,0.000833333333333333,25.467226305277
"97","614820f9e6",721049.81302916,9677068.8429344,2590,6.78861,3,1685429239,0.0337840430343528,0.00138888888888889,24.324510984734
"98","614820f9e6",721025.742595309,9677071.17492677,2590,6.78944,3,1685429242,0.0241831340856945,0.000833333333333333,29.0197609028334
"99","614820f9e6",720996.046068753,9677061.2513278,2590,6.79028,3,1685429245,0.031310725095527,0.000833333333333333,37.5728701146324
"100","614820f9e6",720956.209932229,9677052.29681292,2590,6.79111,3,1685429248,0.0408301495200254,0.000833333333333333,48.9961794240305
"101","614820f9e6",720909.458029441,9677043.78585474,2590,6.79222,3,1685429252,0.0475202780240903,0.00111111111111111,42.7682502216812
"102","614820f9e6",720881.855582675,9677067.30394284,2589,6.79333,3,1685429256,0.0362628671657732,0.00111111111111111,32.6365804491959
"103","614820f9e6",720865.956227356,9677099.93688632,2586,6.79444,3,1685429260,0.0363001170738439,0.00111111111111111,32.6701053664595
"104","614820f9e6",720886.458161871,9677123.33677102,2584,6.79528,3,1685429263,0.031110832889973,0.000833333333333333,37.3329994679676
"105","614820f9e6",720918.093830033,9677141.98330544,2584,6.79611,3,1685429266,0.0367220471347682,0.000833333333333333,44.0664565617218
"106","614820f9e6",720944.177790364,9677158.99171182,2583,6.79694,3,1685429269,0.0311393460794181,0.000833333333333333,37.3672152953018
"107","614820f9e6",720974.450767277,9677155.32158448,2581,6.79778,3,1685429272,0.0304946383136359,0.000833333333333333,36.593565976363
"108","614820f9e6",721005.361203651,9677141.12120552,2579,6.79889,3,1685429276,0.0340162584592608,0.00111111111111111,30.6146326133347
"109","614820f9e6",721032.073873551,9677136.35135502,2585.8,6.80056,3,1685429282,0.0271351839300035,0.00166666666666667,16.2811103580021
"110","614820f9e6",721061.84599275,9677144.99186592,2585.8,6.80139,3,1685429285,0.0310006049965108,0.000833333333333333,37.2007259958129
"111","614820f9e6",721086.829860441,9677168.70456227,2585.8,6.80222,3,1685429288,0.0344454004585232,0.000833333333333333,41.3344805502279
"112","614820f9e6",721110.255831721,9677198.07167641,2585.8,6.80306,3,1685429291,0.0375659889217125,0.000833333333333333,45.079186706055
"113","614820f9e6",721134.663099597,9677228.98545858,2585.8,6.80389,3,1685429294,0.0393875189997549,0.000833333333333333,47.2650227997059
"114","614820f9e6",721154.77588431,9677252.36391604,2585.8,6.80528,3,1685429299,0.0308395262948977,0.00138888888888889,22.2044589323263
"115","614820f9e6",721163.775455229,9677260.66512296,2585.8,6.80639,3,1685429303,0.0122434600118267,0.00111111111111111,11.019114010644
"116","614820f9e6",721185.511604631,9677277.67014787,2585.8,6.80722,3,1685429306,0.0275976640856414,0.000833333333333333,33.1171969027697
"117","614820f9e6",721223.493117187,9677287.91089183,2585.8,6.80833,3,1685429310,0.039337871483959,0.00111111111111111,35.4040843355631
"118","614820f9e6",721261.043365779,9677286.93754024,2585.8,6.80944,3,1685429314,0.0375628617471695,0.00111111111111111,33.8065755724525
"119","614820f9e6",721292.156196465,9677299.10380378,2585.8,6.81083,3,1685429319,0.0334069783384951,0.00138888888888889,24.0530244037165
"120","614820f9e6",721300.291551235,9677328.02240363,2585.8,6.81167,3,1685429322,0.0300411287208382,0.000833333333333333,36.0493544650059
"121","614820f9e6",721300.011101453,9677358.06189623,2585.8,6.81306,3,1685429327,0.0300408017120408,0.00138888888888889,21.6293772326694
"122","614820f9e6",721300.686350863,9677368.89951471,2577.7,6.81556,3,1685429336,0.0108586341753631,0.0025,4.34345367014524
"123","614820f9e6",721310.587662653,9677365.1990129,2577.7,6.8175,3,1685429343,0.0105702265275573,0.00194444444444444,5.43611649988659
"124","614820f9e6",721320.59408088,9677339.20133443,2577.7,6.81861,3,1685429347,0.0278569146074616,0.00111111111111111,25.0712231467154
"125","614820f9e6",721329.376523216,9677306.48132896,2577.7,6.81944,3,1685429350,0.0338781648142599,0.000833333333333333,40.6537977771118
"126","614820f9e6",721343.281564116,9677271.68402963,2577.7,6.82056,3,1685429354,0.0374726860949227,0.00111111111111111,33.7254174854304
"127","614820f9e6",721364.404498492,9677250.05748595,2577.7,6.82194,3,1685429359,0.0302305432975237,0.00138888888888889,21.765991174217
"128","614820f9e6",721380.017482778,9677231.55961454,2577.7,6.82528,3,1685429371,0.0242061257776253,0.00333333333333333,7.26183773328759
"129","614820f9e6",721399.62761749,9677222.22341625,2577.7,6.82611,3,1685429374,0.0217191616313204,0.000833333333333333,26.0629939575844
"130","614820f9e6",721435.944997018,9677215.77746999,2577.7,6.82722,3,1685429378,0.0368849871754685,0.00111111111111111,33.1964884579216
"131","614820f9e6",721470.490061697,9677219.4877521,2577.7,6.82806,3,1685429381,0.0347437431332861,0.000833333333333333,41.6924917599433
"132","614820f9e6",721510.52214206,9677225.95331194,2577.7,6.82889,3,1685429384,0.0405508436690969,0.000833333333333333,48.6610124029163
"133","614820f9e6",721555.139914074,9677228.55078628,2577.7,6.82972,3,1685429387,0.0446933155226966,0.000833333333333333,53.6319786272359
"134","614820f9e6",721597.838691385,9677221.27503866,2577.7,6.83056,3,1685429390,0.0433142249990944,0.000833333333333333,51.9770699989132
"135","614820f9e6",721644.510690449,9677215.91667568,2577.7,6.83139,3,1685429393,0.046978586084198,0.000833333333333333,56.3743033010376
"136","614820f9e6",721686.854582192,9677215.44344314,2577.7,6.83222,3,1685429396,0.0423465360686164,0.000833333333333333,50.8158432823397
"137","614820f9e6",721737.734691372,9677219.03621246,2577.7,6.83333,3,1685429400,0.0510067985811895,0.00111111111111111,45.9061187230706
"138","614820f9e6",721788.565649116,9677219.98569996,2577.7,6.83444,3,1685429404,0.050839824858961,0.00111111111111111,45.7558423730649
"139","614820f9e6",721832.023803789,9677220.77128763,2577.7,6.83528,3,1685429407,0.0434652545780149,0.000833333333333333,52.1583054936178
"140","614820f9e6",721872.999319308,9677232.45541386,2577.7,6.83611,3,1685429410,0.0426088215957507,0.000833333333333333,51.1305859149008
"141","614820f9e6",721922.909713806,9677240.99368012,2577.7,6.83722,3,1685429414,0.05063545664582,0.00111111111111111,45.571910981238
"142","614820f9e6",721971.265969556,9677251.01673731,2577.7,6.83833,3,1685429418,0.0493840981049819,0.00111111111111111,44.4456882944837
"143","614820f9e6",722012.100602989,9677252.21614993,2577.7,6.83917,3,1685429421,0.0408522444696686,0.000833333333333333,49.0226933636023
"144","614820f9e6",722045.044882769,9677262.38820877,2577.7,6.84,3,1685429424,0.0344789261905954,0.000833333333333333,41.3747114287145
"145","614820f9e6",722089.560608807,9677263.79120392,2577.7,6.84083,3,1685429427,0.0445378295397363,0.000833333333333333,53.4453954476836
"146","614820f9e6",722135.738482819,9677268.15532861,2577.7,6.84194,3,1685429431,0.0463836353964548,0.00111111111111111,41.7452718568093
"147","614820f9e6",722165.773810128,9677262.05211518,2577.7,6.84361,3,1685429437,0.0306491451886803,0.00166666666666667,18.3894871132082
"148","614820f9e6",722166.626364377,9677241.20237549,2577.7,6.845,3,1685429442,0.0208671630469687,0.00138888888888889,15.0243573938174
"149","614820f9e6",722178.763060789,9677225.1326536,2539.4,6.85111,3,1685429464,0.020137908571456,0.00611111111111111,3.29529412987462
"150","614820f9e6",722178.011339076,9677215.1135686,2538.9,6.85278,3,1685429470,0.0100472458792231,0.00166666666666667,6.02834752753388
"151","614820f9e6",722183.622067487,9677206.1228235,2539.1,6.85389,3,1685429474,0.0105978191468683,0.00111111111111111,9.53803723218146
"152","614820f9e6",722192.395436255,9677199.7034528,2539.1,6.85639,3,1685429483,0.010871077210651,0.0025,4.34843088426038
"153","614820f9e6",722192.710872052,9677189.48338937,2538.1,6.86111,3,1685429500,0.0102249301394211,0.00472222222222222,2.16527932364212
"154","614820f9e6",722192.881472881,9677179.10874234,2538.3,6.86444,3,1685429512,0.010376049611318,0.00333333333333333,3.11281488339539
"155","614820f9e6",722183.352568799,9677173.36338263,2541.6,6.86889,3,1685429528,0.0111269569602718,0.00444444444444444,2.50356531606115
"156","614820f9e6",722191.715204278,9677167.34290281,2538.1,6.87444,3,1685429548,0.010304360699671,0.00555555555555556,1.85478492594078
"157","614820f9e6",722201.676147925,9677165.9095094,2538.1,6.88,3,1685429568,0.0100635488266983,0.00555555555555556,1.8114387888057
"158","614820f9e6",722191.358088683,9677166.62463312,2538.1,6.88194,3,1685429575,0.0103428114380738,0.00194444444444444,5.31916016815225
"159","614820f9e6",722194.098001933,9677156.58828144,2538.1,6.88472,3,1685429585,0.0104036281959297,0.00277777777777778,3.74530615053469
"160","614820f9e6",722204.993294297,9677155.30806735,2537.8,6.88806,3,1685429597,0.0109702481195782,0.00333333333333333,3.29107443587345
"161","614820f9e6",722215.6747604,9677158.85042257,2538.1,6.89056,3,1685429606,0.0112535327159472,0.0025,4.5014130863789
"162","614820f9e6",722224.125269308,9677164.73041794,2541.8,6.89806,3,1685429633,0.0102949233286768,0.0075,1.37265644382357
"163","614820f9e6",722221.151268607,9677174.44644588,2543.7,6.91056,3,1685429678,0.0101609979394239,0.0125,0.812879835153913
"164","614820f9e6",722212.091935239,9677170.12700193,2541,6.93417,3,1685429763,0.0100363896475668,0.0236111111111111,0.425070620367535
"165","614820f9e6",722212.683891544,9677159.0769405,2541,6.94667,3,1685429808,0.0110659057401687,0.0125,0.885272459213495
"166","614820f9e6",722204.766309831,9677165.24041262,2540.9,7.03194,3,1685430115,0.0100337674290652,0.0852777777777778,0.117659813500439
"167","614820f9e6",722204.001825998,9677166.81230124,2540.9,7.03611,3,1685430130,0.00174793287857779,0.00416666666666667,0.41950389085867
"168","614820f9e6",722212.429993055,9677153.86809919,2539.8,8.66944,3,1685436010,0.0154462411824508,1.63333333333333,0.00945688235660253
"169","614820f9e6",722228.44758145,9677162.84252241,2539.8,8.67111,3,1685436016,0.018360376093103,0.00166666666666667,11.0162256558618
"170","614820f9e6",722220.11846358,9677168.95142709,2539.8,8.67778,3,1685436040,0.0103292265382295,0.00666666666666667,1.54938398073442
"171","614820f9e6",722214.198227467,9677160.21343578,2539.8,8.69028,3,1685436085,0.0105546997961025,0.0125,0.844375983688202
"172","614820f9e6",722208.467365023,9677151.6631293,2541.8,8.69139,3,1685436089,0.0102932271593373,0.00111111111111111,9.26390444340355
"173","614820f9e6",722216.984494301,9677157.48770582,2537.8,8.69444,3,1685436100,0.0103182935989084,0.00305555555555556,3.37689608691549
"174","614820f9e6",722216.146523727,9677167.76399998,2537.5,8.69667,3,1685436108,0.0103104033054741,0.00222222222222222,4.63968148746336
"175","614820f9e6",722217.25454108,9677178.03683502,2539.8,8.69889,3,1685436116,0.0103324170599856,0.00222222222222222,4.6495876769935
"176","614820f9e6",722225.96161539,9677184.36983803,2537.8,8.70083,3,1685436123,0.0107666183218324,0.00194444444444444,5.53711799408524
"177","614820f9e6",722231.959122115,9677192.78695071,2537.5,8.70333,3,1685436132,0.0103352732322681,0.0025,4.13410929290724
"178","614820f9e6",722234.689824983,9677202.59237932,2538,8.7075,3,1685436147,0.0101785641639285,0.00416666666666667,2.44285539934283
"179","614820f9e6",722238.887612758,9677211.97491774,2538,8.71111,3,1685436160,0.0102787863774211,0.00361111111111111,2.84643315067047
"180","614820f9e6",722245.406558817,9677219.71644007,2535.7,8.715,3,1685436174,0.010120663307145,0.00388888888888889,2.60245627898014
"181","614820f9e6",722252.247374451,9677227.11452827,2535.7,8.72028,3,1685436193,0.0100761335589856,0.00527777777777778,1.90916214801832
"182","614820f9e6",722253.955416894,9677237.13191712,2536.4,8.72472,3,1685436209,0.0101619628206918,0.00444444444444444,2.28644163465566
"183","614820f9e6",722254.074565263,9677247.85997485,2535.1,8.72917,3,1685436225,0.0107287193575124,0.00444444444444444,2.41396185544028
"184","614820f9e6",722258.360841874,9677256.9769156,2534.9,8.73694,3,1685436253,0.0100742630342858,0.00777777777777778,1.29526239012246
"185","614820f9e6",722256.298927195,9677266.83510437,2534.7,8.74639,3,1685436287,0.0100715131996799,0.00944444444444444,1.06639551526022
"186","614820f9e6",722250.290789413,9677258.69451007,2534.7,8.78306,3,1685436419,0.0101176575983941,0.0366666666666667,0.275936116319838
"187","614820f9e6",722260.256225677,9677259.78280501,2534.9,8.80278,3,1685436490,0.0100246848241757,0.0197222222222222,0.508293878408909
"188","614820f9e6",722257.925840261,9677249.97666327,2535.1,8.80694,3,1685436505,0.0100792416440663,0.00416666666666667,2.41901799457592
"189","614820f9e6",722252.106112329,9677241.48181232,2535.7,8.81194,3,1685436523,0.0102971707635813,0.005,2.05943415271627
"190","614820f9e6",722251.108429363,9677230.72213607,2535.7,8.82417,3,1685436567,0.0108058319596344,0.0122222222222222,0.884113523970083
"191","614820f9e6",722241.998431904,9677235.43885882,2535.7,8.83139,3,1685436593,0.0102586318381699,0.00722222222222222,1.42042594682352
"192","614820f9e6",722231.624135857,9677235.80015975,2535.6,8.83389,3,1685436602,0.010380585572707,0.0025,4.15223422908281
"193","614820f9e6",722221.629785656,9677237.21149115,2535.7,8.83778,3,1685436616,0.0100935074314286,0.00388888888888889,2.59547333951022
"194","614820f9e6",722212.08308337,9677240.22573609,2535.9,8.84139,3,1685436629,0.0100112535227386,0.00361111111111111,2.77234712937377
"195","614820f9e6",722203.034769246,9677235.85096853,2535.9,8.85583,3,1685436681,0.0100504019654261,0.0144444444444444,0.695797059144883
"196","614820f9e6",722193.575450758,9677231.72025262,2538,8.86361,3,1685436709,0.010321895185293,0.00777777777777778,1.32710080953767
"197","614820f9e6",722203.378421348,9677228.99311531,2537.4,8.86778,3,1685436724,0.0101752400609241,0.00416666666666667,2.44205761462178
"198","614820f9e6",722196.83139579,9677236.73573764,2537.4,8.91917,3,1685436909,0.0101396126261871,0.0513888888888889,0.19731138083391
"199","614820f9e6",722204.691930339,9677229.75392578,2537.5,8.93444,3,1685436964,0.0105135008548316,0.0152777777777778,0.68815641958898
"200","614820f9e6",722214.282566134,9677232.68992016,2538.8,8.9625,3,1685437065,0.0100299729766678,0.0280555555555556,0.357503987287171
"201","614820f9e6",722205.071585373,9677236.89805546,2538.8,8.98639,3,1685437151,0.0101267255001544,0.0238888888888889,0.423909439541347
"202","614820f9e6",722195.922583277,9677232.18060455,2535.2,8.99917,3,1685437197,0.0102936185332207,0.0127777777777778,0.805587537382492
"203","614820f9e6",722206.441416632,9677231.80798951,2538.8,9.00083,3,1685437203,0.010525430971157,0.00166666666666667,6.31525858269418
"204","614820f9e6",722195.773700151,9677229.74765413,2538.8,9.02139,3,1685437277,0.0108648588029835,0.0205555555555556,0.528560698523522
"205","614820f9e6",722204.16802034,9677235.29595122,2538.8,9.02972,3,1685437307,0.0100622170565358,0.00833333333333333,1.2074660467843
"206","614820f9e6",722206.498499649,9677245.15739107,2538.8,9.06778,3,1685437444,0.0101330710888413,0.0380555555555556,0.266270481166633
"207","614820f9e6",722206.124697296,9677235.0491525,2537.8,9.08528,3,1685437507,0.0101151478051598,0.0175,0.57800844600913
"208","614820f9e6",722206.10418704,9677236.022475,2538.8,9.12222,3,1685437640,0.000973538575864942,0.0369444444444444,0.0263514200985999
"209","614820f9e6",722207.355322059,9677176.6608619,2538,11.11917,3,1685444829,0.0593747964117519,1.99694444444444,0.0297328233526647
"210","614820f9e6",722217.530101696,9677176.66489659,2540.7,11.12417,3,1685444847,0.0101747804373193,0.005,2.03495608746386
"211","614820f9e6",722224.700722078,9677169.41886468,2537.8,11.12639,3,1685444855,0.0101942520606818,0.00222222222222222,4.5874134273068
"212","614820f9e6",722216.339408344,9677163.6714314,2539.8,11.14806,3,1685444933,0.0101461597004324,0.0216666666666667,0.468284293866109
