"accuracy","activity_type","device_model","event","battery_level","is_moving","speed","heading","recorded_at","latitude","longitude","company_token"
65,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.34,FALSE,-1,-1,2019-09-16 08:00:03,-2.75535377115432,-78.848402965281,"fsacoto"
65,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.33,TRUE,-1,-1,2019-09-16 08:05:11,-2.75028133495649,-78.8489856552583,"fsacoto"
65,"still","ReactNative-iPhone-7-12-4-1",NA,0.33,TRUE,-1,-1,2019-09-16 08:05:11,-2.75026169466228,-78.849017845806,"fsacoto"
5,"on_bicycle","ReactNative-iPhone-7-12-4-1",NA,0.33,TRUE,12.73,2.46,2019-09-16 08:05:43,-2.74800163228321,-78.849483551531,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.33,TRUE,6.04,357.54,2019-09-16 08:09:43,-2.73981967941182,-78.8456230983872,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.33,TRUE,0,165.59,2019-09-16 08:12:12,-2.74054957554,-78.8475340046723,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.33,TRUE,0,165.59,2019-09-16 08:12:15,-2.74054957554,-78.8475340046723,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.33,TRUE,0,250.66,2019-09-16 08:12:38,-2.74055175483482,-78.8475249522169,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.33,TRUE,0,59.77,2019-09-16 08:12:54,-2.74054400157439,-78.8475008961548,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.33,TRUE,0,59.77,2019-09-16 08:12:56,-2.74054400157439,-78.8475008961548,"fsacoto"
30,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.33,TRUE,0,52.38,2019-09-16 08:13:09,-2.7405546046819,-78.8474827912439,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.32,TRUE,-1,-1,2019-09-16 08:19:11,-2.74025874235284,-78.8468664365025,"fsacoto"
121,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.32,TRUE,-1,-1,2019-09-16 08:19:24,-2.74025086366269,-78.8468518568051,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.31,TRUE,-1,-1,2019-09-16 08:27:45,-2.73895791850475,-78.8468668605553,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.31,TRUE,-1,-1,2019-09-16 08:27:50,-2.73895791850475,-78.8468668605553,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.31,TRUE,-1,-1,2019-09-16 08:33:01,-2.74025750051129,-78.8468607326462,"fsacoto"
144,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.31,TRUE,-1,-1,2019-09-16 08:33:27,-2.74025790400014,-78.8468599881474,"fsacoto"
50,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.3,TRUE,0,-1,2019-09-16 08:38:53,-2.74178632535296,-78.846053173839,"fsacoto"
50,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.3,TRUE,0,-1,2019-09-16 08:39:01,-2.74178632535296,-78.846053173839,"fsacoto"
648,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.3,TRUE,-1,-1,2019-09-16 08:39:26,-2.74053647677579,-78.8462959479299,"fsacoto"
200,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.3,TRUE,0.34,-1,2019-09-16 08:39:31,-2.74147344961447,-78.8461040015793,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.3,TRUE,-1,-1,2019-09-16 08:47:17,-2.74245730421573,-78.8460685055852,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.3,TRUE,-1,-1,2019-09-16 08:47:26,-2.74245730421573,-78.8460685055852,"fsacoto"
397,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.3,TRUE,-1,-1,2019-09-16 08:47:34,-2.74218297762464,-78.8459694576222,"fsacoto"
65,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.27,FALSE,-1,-1,2019-09-16 08:54:07,-2.74182376162511,-78.8461128412184,"fsacoto"
65,"running","ReactNative-iPhone-7-12-4-1","motionchange",0.16,TRUE,-1,-1,2019-09-16 10:21:26,-2.74022114990886,-78.8456744075421,"fsacoto"
65,"running","ReactNative-iPhone-7-12-4-1",NA,0.16,TRUE,-1,-1,2019-09-16 10:21:26,-2.74019384862124,-78.8456678863679,"fsacoto"
10,"running","ReactNative-iPhone-7-12-4-1",NA,0.16,TRUE,3.02,357.19,2019-09-16 10:23:13,-2.73797302041458,-78.8461628929515,"fsacoto"
5,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.15,TRUE,0.87,40.78,2019-09-16 10:26:06,-2.73594824597494,-78.84728229612,"fsacoto"
30,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.15,TRUE,1.94,348.4,2019-09-16 10:29:00,-2.73406952619807,-78.848566487505,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.11,TRUE,-1,-1,2019-09-16 10:33:23,-2.73407939977196,-78.8484857314855,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.11,TRUE,-1,-1,2019-09-16 10:33:27,-2.73407939977196,-78.8484857314855,"fsacoto"
50,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.11,TRUE,2.95,353.67,2019-09-16 10:34:09,-2.73384455591695,-78.8486550004024,"fsacoto"
50,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.11,TRUE,2.95,353.67,2019-09-16 10:34:11,-2.73384455591695,-78.8486550004024,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.11,TRUE,-1,-1,2019-09-16 10:38:53,-2.7340790986734,-78.8484863857299,"fsacoto"
1178,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.11,TRUE,-1,-1,2019-09-16 10:39:32,-2.73338103667655,-78.8483642978581,"fsacoto"
165,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.11,TRUE,-1,-1,2019-09-16 10:39:32,-2.73405250643593,-78.8484849584471,"fsacoto"
65,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.11,FALSE,-1,-1,2019-09-16 10:46:32,-2.73407906923382,-78.8484860926397,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1","motionchange",0.01,TRUE,-1,-1,2019-09-16 11:37:35,-2.73403797944605,-78.8462572257783,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,-1,-1,2019-09-16 11:37:35,-2.73403601227131,-78.8462529919617,"fsacoto"
10,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,7.51,239.77,2019-09-16 11:39:04,-2.73587951436894,-78.8476345875103,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,0,90.35,2019-09-16 11:39:48,-2.73570114746945,-78.8487775438268,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,9.95,347.34,2019-09-16 11:40:22,-2.73352717515336,-78.8494452462335,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,6.39,185.27,2019-09-16 11:43:53,-2.73965740576642,-78.8524218276877,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,8.79,164.88,2019-09-16 11:44:46,-2.74413124658423,-78.8515242096771,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,10.41,164.53,2019-09-16 11:46:26,-2.75063191540795,-78.8493135665346,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,15.21,177.19,2019-09-16 11:47:21,-2.75745352730412,-78.8483488932986,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,-1,-1,2019-09-16 11:52:46,-2.75576116547175,-78.8484332664333,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.01,TRUE,-1,-1,2019-09-16 11:52:50,-2.75576116547175,-78.8484332664333,"fsacoto"
65,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.01,FALSE,-1,-1,2019-09-16 11:58:07,-2.75546374603088,-78.8483859500436,"fsacoto"
65,"unknown","ReactNative-iPhone-7-12-4-1","motionchange",0.22,TRUE,-1,-1,2019-09-16 12:48:51,-2.75319237718827,-78.8485278129605,"fsacoto"
10,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.22,FALSE,1.48,32.34,2019-09-16 12:48:53,-2.75326161179948,-78.8485152740766,"fsacoto"
10,"on_foot","ReactNative-iPhone-7-12-4-1","motionchange",0.22,FALSE,1.48,8.44,2019-09-16 12:48:54,-2.7532614022519,-78.8484940678616,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1","motionchange",0.22,TRUE,-1,-1,2019-09-16 12:53:23,-2.75097411475785,-78.847973843133,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,-1,-1,2019-09-16 12:55:49,-2.75073371135408,-78.8478080917827,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,-1,-1,2019-09-16 12:55:58,-2.75073371135408,-78.8478080917827,"fsacoto"
408,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,-1,-1,2019-09-16 12:56:04,-2.75072352592216,-78.847743004495,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,-1,-1,2019-09-16 12:56:05,-2.7507776400847,-78.8478539908924,"fsacoto"
5,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,0,135.35,2019-09-16 12:56:33,-2.75086895562965,-78.8477785886068,"fsacoto"
1265,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.22,FALSE,-1,-1,2019-09-16 13:02:07,-2.78177791450708,-78.8595545643313,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1","motionchange",0.22,TRUE,23.79,184.92,2019-09-16 13:05:41,-2.8079177811768,-78.8824913185824,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,26.71,152.58,2019-09-16 13:06:55,-2.82130921259785,-78.8848198951025,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,26.59,140.63,2019-09-16 13:07:53,-2.83360994886871,-78.8788871002187,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,23.69,253.83,2019-09-16 13:09:48,-2.84488214180138,-78.8866162207712,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,23.75,249.26,2019-09-16 13:10:50,-2.84966988489297,-78.8992481679459,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,14.91,258.75,2019-09-16 13:12:38,-2.85359743517158,-78.9122191631039,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,0,260.51,2019-09-16 13:13:36,-2.85409372765837,-78.9149992727478,"fsacoto"
65,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,-1,-1,2019-09-16 13:13:40,-2.85409372765837,-78.9149992727478,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,15.1,258.05,2019-09-16 13:14:11,-2.8545978153151,-78.9173093252619,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,18.05,219.38,2019-09-16 13:15:43,-2.85848949104814,-78.9255034738024,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,24.94,222.89,2019-09-16 13:16:41,-2.8657870693159,-78.9341027197232,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,22.99,228.16,2019-09-16 13:17:47,-2.87703998387128,-78.9417389687886,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,20.54,241.52,2019-09-16 13:19:25,-2.88708359934658,-78.9508864749958,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.22,TRUE,17.78,236.6,2019-09-16 13:20:24,-2.89370031561972,-78.9600849431744,"fsacoto"
5,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.2,TRUE,0,157.5,2019-09-16 13:25:23,-2.89239202626319,-78.9610188548257,"fsacoto"
10,"on_bicycle","ReactNative-iPhone-7-12-4-1",NA,0.2,TRUE,11.32,227.11,2019-09-16 13:26:56,-2.89317782968552,-78.9632216189792,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.2,TRUE,7.24,243.28,2019-09-16 13:27:59,-2.89636303670974,-78.9691977483024,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.2,TRUE,0,249.26,2019-09-16 13:29:15,-2.89813329465957,-78.9713695832332,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.2,TRUE,11.02,238.71,2019-09-16 13:30:11,-2.89855096489461,-78.9736553282281,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.2,TRUE,15.61,221.84,2019-09-16 13:31:53,-2.90223238058659,-78.9794732910385,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.2,TRUE,12.72,220.43,2019-09-16 13:34:05,-2.9095192719278,-78.984847599714,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.2,TRUE,16.29,237.66,2019-09-16 13:36:12,-2.91452423204008,-78.9923888818165,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.15,TRUE,-1,-1,2019-09-16 13:44:21,-2.91821933889368,-78.9997617773875,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.15,TRUE,-1,-1,2019-09-16 13:44:30,-2.91821933889368,-78.9997617773875,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.14,TRUE,-1,-1,2019-09-16 13:47:20,-2.91821212758315,-78.999860599335,"fsacoto"
230,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.14,TRUE,-1,-1,2019-09-16 13:47:22,-2.91821643375417,-78.9998945915923,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.13,TRUE,-1,-1,2019-09-16 13:50:37,-2.91825578156345,-79.0000826952228,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.13,TRUE,-1,-1,2019-09-16 13:50:42,-2.91825578156345,-79.0000826952228,"fsacoto"
1004,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.13,TRUE,-1,-1,2019-09-16 13:51:11,-2.91832737463315,-78.9994245270935,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.13,TRUE,-1,-1,2019-09-16 13:53:54,-2.91806230069826,-79.0000061831315,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.13,TRUE,-1,-1,2019-09-16 13:54:00,-2.91806230069826,-79.0000061831315,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.12,TRUE,-1,-1,2019-09-16 13:56:39,-2.91825730767089,-78.9999225252872,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.12,TRUE,-1,-1,2019-09-16 13:56:45,-2.91825730767089,-78.9999225252872,"fsacoto"
65,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.16,FALSE,-1,-1,2019-09-16 14:01:54,-2.91813662237764,-79.00010782497,"fsacoto"
20,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.68,FALSE,-1,-1,2019-09-16 16:06:57,-2.91819066058275,-79.0001940909484,"fsacoto"
65,"still","ReactNative-iPhone-7-12-4-1",NA,0.68,FALSE,-1,-1,2019-09-16 16:07:09,-2.91815643655032,-79.0001195650475,"fsacoto"
65,"unknown","ReactNative-iPhone-7-12-4-1","motionchange",0.67,TRUE,-1,-1,2019-09-16 16:55:21,-2.91733220314489,-78.9951109360817,"fsacoto"
65,"unknown","ReactNative-iPhone-7-12-4-1",NA,0.67,TRUE,-1,-1,2019-09-16 16:55:21,-2.91733239832463,-78.9951113436043,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.67,FALSE,2.87,128.67,2019-09-16 16:55:28,-2.91723322123561,-78.9949630480995,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1","motionchange",0.67,FALSE,2.67,150.12,2019-09-16 16:55:29,-2.91725702584062,-78.9949512296161,"fsacoto"
65,"in_vehicle","ReactNative-iPhone-7-12-4-1","motionchange",0.67,TRUE,-1,-1,2019-09-16 16:58:21,-2.90874580835461,-78.9809443488723,"fsacoto"
65,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.67,TRUE,-1,-1,2019-09-16 16:58:21,-2.90879064297996,-78.9810183790999,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.67,TRUE,23.15,48.52,2019-09-16 16:58:31,-2.90742924437198,-78.9792198222866,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.67,TRUE,22.52,74.53,2019-09-16 17:00:07,-2.89933563676001,-78.968332232981,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.67,TRUE,23.06,52.38,2019-09-16 17:01:10,-2.89157676045121,-78.9571463317414,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.67,TRUE,25.7,34.45,2019-09-16 17:02:12,-2.88271956146032,-78.9466728084525,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.66,TRUE,24.35,30.59,2019-09-16 17:03:12,-2.87210991606384,-78.9381728042652,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.65,TRUE,22.59,40.78,2019-09-16 17:04:17,-2.86245245486764,-78.928533783256,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.65,TRUE,23.32,78.75,2019-09-16 17:05:21,-2.85473997239289,-78.9172856044759,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.65,TRUE,22.52,68.55,2019-09-16 17:08:03,-2.85143218003479,-78.9031428192546,"fsacoto"
1371,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.65,TRUE,-1,-1,2019-09-16 17:10:27,-2.84178922407389,-78.8824171371771,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.65,TRUE,5.26,286.17,2019-09-16 17:10:30,-2.84273180645224,-78.8852186222364,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.65,TRUE,17.7,117.77,2019-09-16 17:11:45,-2.8407791582894,-78.8811417483528,"fsacoto"
5,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.64,TRUE,0,316.41,2019-09-16 17:16:15,-2.83648418728526,-78.8769649621834,"fsacoto"
989,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.64,TRUE,-1,-1,2019-09-16 17:17:59,-2.84081231290898,-78.8815487076812,"fsacoto"
10,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.64,TRUE,0.92,353.67,2019-09-16 17:18:01,-2.83645560499545,-78.8769975677867,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.64,TRUE,16.9,321.68,2019-09-16 17:18:54,-2.83448782749738,-78.8781117741753,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.64,TRUE,27.49,346.29,2019-09-16 17:19:38,-2.82643700950111,-78.8822429627915,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.64,TRUE,17.74,22.85,2019-09-16 17:21:05,-2.81282278709376,-78.8816902600963,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.64,TRUE,25.38,16.17,2019-09-16 17:22:04,-2.80135382898413,-78.8805695996423,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.63,TRUE,19.79,42.89,2019-09-16 17:23:13,-2.79165797867141,-78.8710317482044,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.63,TRUE,23.41,358.59,2019-09-16 17:24:34,-2.78187524993232,-78.8652447146167,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.63,TRUE,21.86,18.28,2019-09-16 17:25:46,-2.7686062781166,-78.8620591723163,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.63,TRUE,20.52,39.73,2019-09-16 17:26:44,-2.75908527430404,-78.8559920155246,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.62,TRUE,5.08,24.26,2019-09-16 17:29:03,-2.75166335050273,-78.8474628423144,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.61,TRUE,-1,-1,2019-09-16 17:31:35,-2.75076769570263,-78.84790473463,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.61,TRUE,-1,-1,2019-09-16 17:31:44,-2.75076769570263,-78.84790473463,"fsacoto"
286,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.61,TRUE,-1,-1,2019-09-16 17:31:47,-2.75080813327827,-78.8479597547737,"fsacoto"
30,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.61,TRUE,0.82,203.2,2019-09-16 17:31:49,-2.7508495515238,-78.847797447889,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.6,TRUE,-1,-1,2019-09-16 17:37:41,-2.75098577258569,-78.8482801603422,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.6,TRUE,-1,-1,2019-09-16 17:37:42,-2.75098577258569,-78.8482801603422,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.58,TRUE,-1,-1,2019-09-16 17:42:01,-2.75117189606251,-78.8482265750843,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.58,TRUE,-1,-1,2019-09-16 17:42:10,-2.75117189606251,-78.8482265750843,"fsacoto"
65,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.58,TRUE,-1,-1,2019-09-16 17:43:13,-2.75055842184511,-78.8487895257751,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.58,TRUE,13.58,165.59,2019-09-16 17:44:09,-2.75288283359516,-78.8486128394295,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.58,TRUE,16.07,194.41,2019-09-16 17:45:16,-2.76194656268019,-78.8478858769674,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.58,TRUE,-1,-1,2019-09-16 17:51:55,-2.76820937527597,-78.8452322137449,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,0.58,TRUE,-1,-1,2019-09-16 17:51:57,-2.76820937527597,-78.8452322137449,"fsacoto"
65,"unknown","ReactNative-iPhone-7-12-4-1","motionchange",0.44,TRUE,-1,-1,2019-09-16 19:26:27,-2.75566562746655,-78.8483646999481,"fsacoto"
10,"still","ReactNative-iPhone-7-12-4-1",NA,0.44,FALSE,0,0,2019-09-16 19:26:38,-2.75565577671188,-78.8482640684385,"fsacoto"
10,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.44,FALSE,0,0,2019-09-16 19:26:39,-2.75565577671188,-78.8482640684385,"fsacoto"
65,"still","ReactNative-iPhone-7-12-4-1",NA,0.81,FALSE,-1,-1,2019-09-16 22:22:05,-2.75545728005889,-78.848076774083,"fsacoto"
65,"still","ReactNative-iPhone-7-12-4-1","motionchange",0.81,FALSE,-1,-1,2019-09-16 22:26:13,-2.75545723333761,-78.8480767756867,"fsacoto"
10,"on_foot","ReactNative-iPhone-7-12-4-1","motionchange",1,TRUE,1.87,337.15,2019-09-17 05:57:11,-2.75492223445583,-78.8485547528405,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,-1,-1,2019-09-17 05:57:21,-2.75487425919436,-78.8484964116407,"fsacoto"
5,"on_foot","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,1.09,28.83,2019-09-17 06:00:45,-2.75268678087998,-78.8481006213267,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,-1,-1,2019-09-17 06:04:22,-2.75076867325266,-78.8479138063022,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,-1,-1,2019-09-17 06:04:27,-2.75076867325266,-78.8479138063022,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,-1,-1,2019-09-17 06:06:36,-2.7504057220958,-78.8487889038395,"fsacoto"
154,"on_foot","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,-1,-1,2019-09-17 06:06:52,-2.75025393831907,-78.8489898871905,"fsacoto"
371,"on_foot","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,-1,-1,2019-09-17 06:06:59,-2.74997500731075,-78.8493607494359,"fsacoto"
65,"on_foot","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,-1,-1,2019-09-17 06:07:00,-2.75011921869235,-78.849447253722,"fsacoto"
5,"on_bicycle","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,8.69,166.29,2019-09-17 06:07:34,-2.75179444346833,-78.8509754464765,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,18.96,219.38,2019-09-17 06:08:28,-2.75745486840863,-78.8548970875133,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,21.98,210.94,2019-09-17 06:09:40,-2.76693915948529,-78.8613608759631,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,24.49,181.76,2019-09-17 06:10:45,-2.77774561196824,-78.8651418686648,"fsacoto"
5,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,1,TRUE,23.49,258.4,2019-09-17 06:12:09,-2.79059972148649,-78.8694385160495,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.99,TRUE,25.02,206.37,2019-09-17 06:13:14,-2.79924146365635,-78.8800263684978,"fsacoto"
10,"unknown","ReactNative-iPhone-7-12-4-1","motionchange",0.99,TRUE,24.18,197.23,2019-09-17 06:13:25,-2.80160616617911,-78.8807626348723,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.99,FALSE,23.79,195.82,2019-09-17 06:13:28,-2.8022462502148,-78.8809350506206,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1","motionchange",0.99,FALSE,23.38,195.82,2019-09-17 06:13:29,-2.80245064292364,-78.8809788041551,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1","motionchange",0.99,TRUE,22.99,198.98,2019-09-17 06:13:42,-2.80363274272792,-78.881380129679,"fsacoto"
10,"in_vehicle","ReactNative-iPhone-7-12-4-1",NA,0.99,TRUE,21.99,222.54,2019-09-17 06:14:46,-2.8167689451974,-78.8848163747032,"fsacoto"
