"","tripid","ox","oy","oz","departure","dx","dy","dz","arrival","tdistance","ttime","dow","timestamp","uid","id","stayindestination","dtrips","home"
"105","41",720275.693071769,9676955.63974009,2613.8,6.77583,722214.570729412,9677163.3317132,2539.9,6.91028,4.28205986442006,0.13445,3,1686034477,"614820f9e6",105,8103.024,66,"N"
"106","42",722212.615529889,9677183.17695296,2537.8,8.84278,722198.402860291,9677232.47481881,2537.8,9.02667,0.240513312827907,0.18389,3,1686042096,"614820f9e6",106,4890.996,66,"N"
"107","43",722201.331915402,9677222.49343191,2537.4,10.0725,722214.484906835,9677233.91722825,2538.8,10.20139,0.429653433685656,0.12889,3,1686046325,"614820f9e6",107,3888,66,"N"
"108","44",722202.140156228,9677201.74330694,2537.5,11.07694,722219.589287503,9677171.52936399,2548.3,11.1525,0.172935427765257,0.0755599999999994,3,1686049749,"614820f9e6",108,5519.016,66,"N"
"109","45",722224.507279219,9677166.94175286,2539.9,12.30111,722401.89451641,9677286.50651316,2531.1,12.61,0.522857488052127,0.30889,3,1686054996,"614820f9e6",109,3125.988,8,"N"
"110","46",722352.616875147,9677289.96746182,2531.5,13.10222,722182.873827582,9677179.29242963,2544.9,13.16944,0.271558660575322,0.0672199999999989,3,1686057010,"614820f9e6",110,3985.02,66,"N"
"111","47",722332.118958597,9677281.5871868,2534.7,14.20278,722337.730836787,9677292.00686188,2533.3,14.20917,0.0385879939842381,0.00638999999999967,3,1686060753,"614820f9e6",111,1926,6,"N"
"112","48",722346.125659117,9677247.7958683,2535.2,14.45278,722326.503983614,9677156.86163071,2543.2,14.73778,0.441000106771049,0.285,3,1686062656,"614820f9e6",112,9208.008,12,"N"
"113","49",722320.396716507,9677174.26999166,2535.3,16.92194,722189.773455785,9677207.27319892,2541.2,17.01056,0.232386204944316,0.0886200000000024,3,1686070838,"614820f9e6",113,20.07584,66,"N"
"114","5",722327.945446069,9677235.82801156,2534.9,12.91694,722198.124453155,9677169.67624557,2545.2,12.99778,0.152734315844072,0.0808400000000002,3,1685451592,"614820f9e6",114,24793.02,66,"N"
"115","50",722177.498053195,9677214.11907467,2542.9,18.56111,717006.265213336,9677062.12705597,2617.3,19.80389,11.0712384108903,1.24278,3,1686080894,"614820f9e6",115,13.65806,33,"Y"
"116","51",716978.748536753,9677077.49259445,2617.5,7.12611,722205.179123495,9677166.01388367,2548.2,8.21917,11.8643632361516,1.09306,4,1686125589,"614820f9e6",116,9126,66,"N"
"117","52",722212.575995092,9677160.93522393,2540.7,9.55444,722247.721739973,9677271.01999544,2534.9,9.66111,0.148831970797406,0.106670000000001,4,1686130780,"614820f9e6",117,1542.024,66,"N"
"118","53",722262.434096475,9677252.60094721,2535,9.87778,722214.323999248,9677230.97553579,2538.8,9.98278,0.203488363604679,0.105,4,1686131938,"614820f9e6",118,9317.988,66,"N"
"119","54",722208.218777065,9677205.74730854,2537.8,12.04333,722336.181701013,9677208.76041896,2533.9,12.46611,0.47016305435005,0.422780000000001,4,1686140878,"614820f9e6",119,3390.012,12,"N"
"120","55",722316.063097035,9677213.57414669,2535.3,12.86639,722177.094964435,9677162.50245792,2544.9,12.985,0.19388075091234,0.118609999999999,4,1686142746,"614820f9e6",120,5906.988,66,"N"
"121","56",722209.194612834,9677197.95928562,2537.4,14.01139,717008.817730451,9677072.05428421,2616.1,14.50722,6.51717545058378,0.49583,4,1686148226,"614820f9e6",121,7707.996,33,"Y"
"122","57",717154.486671451,9676887.4128567,2614.1,15.85,716995.859563305,9677063.47229538,2617.3,16.1525,0.59447253846988,0.3025,4,1686154149,"614820f9e6",122,8705.01599999999,33,"Y"
"123","58",717003.292398156,9677059.89814758,2616.7,18.19417,716997.414407402,9677062.37467979,2616.7,18.26806,0.0663243634985282,0.0738899999999987,4,1686161765,"614820f9e6",123,4641.984,33,"Y"
"124","59",717008.549188258,9677051.88175602,2616.7,19.47694,717006.104506757,9677052.82608055,2616.7,19.48361,0.0347759394927703,0.00666999999999973,4,1686166141,"614820f9e6",124,18.83445,33,"Y"
"125","6",722219.744180191,9677171.08668587,2544.7,14.10639,722321.80867879,9677186.62158548,2535.3,14.31139,0.251276228682585,0.205,3,1685456321,"614820f9e6",125,17.96528,12,"N"
"126","60",716933.921841206,9676985.85189553,2618.2,7.81972,722214.778978489,9677236.70384309,2538.8,8.07167,6.3653611154007,0.251949999999999,5,1686211458,"614820f9e6",126,15480,66,"N"
"127","61",722216.016290838,9677188.33596068,2546.2,11.925,722209.385905817,9677236.7687277,2565.2,12.11972,0.193697373116008,0.194719999999998,5,1686226031,"614820f9e6",127,4419,66,"N"
"128","62",722217.449828915,9677162.78465196,2539.9,13.14389,722197.56743427,9677169.10211207,2544.8,13.1525,0.0410014904058276,0.00860999999999912,5,1686229749,"614820f9e6",128,3781.008,66,"N"
"129","63",722212.671667063,9677189.73547424,2537.8,14.03972,722396.019914678,9677284.68098702,2531.3,14.19417,0.268565054500968,0.154449999999999,5,1686233499,"614820f9e6",129,4944.02399999999,8,"N"
"130","64",722369.802561802,9677286.69630189,2531.5,14.64111,717000.191755611,9677054.49531139,2617.3,15.41306,6.71979325989891,0.77195,5,1686237887,"614820f9e6",130,18.41445,33,"Y"
"131","65",717293.999543247,9676852.43147274,2613.4,8.88028,722213.012003611,9677231.066348,2538.8,9.05556,7.4483657471076,0.175279999999999,6,1686301400,"614820f9e6",131,13005,66,"N"
"132","66",722340.171252265,9677232.35552855,2535.3,12.44083,722395.501662842,9677287.14830654,2531.2,12.49278,0.138081656839583,0.0519499999999997,6,1686313774,"614820f9e6",132,2423.016,8,"N"
"133","67",722380.785025429,9677284.39839683,2531.1,13.0225,722188.460661329,9677169.37267969,2544.8,13.11389,0.269098964937445,0.0913899999999988,6,1686316010,"614820f9e6",133,4597.99200000001,66,"N"
"134","68",722266.547221466,9677208.09896477,2535.1,14.08889,722408.698231419,9677291.79219214,2531.3,14.29972,0.370466565977745,0.210830000000001,6,1686320279,"614820f9e6",134,1954.008,8,"N"
"135","69",722380.109237142,9677292.07529355,2531.5,14.555,722276.537863175,9677254.6441112,2535,14.63167,0.172364487893828,0.07667,6,1686321474,"614820f9e6",135,1279.008,66,"N"
"136","7",722284.203067922,9677244.12341578,2535.3,14.73167,722319.822752379,9677189.17999453,2535.2,14.91028,0.247306422683994,0.178610000000001,3,1685458477,"614820f9e6",136,1076.976,12,"N"
"137","70",722282.50305919,9677282.41641181,2534.9,14.96667,722188.767858672,9677310.96312022,2535.9,15.03083,0.246364060172707,0.0641599999999993,6,1686322911,"614820f9e6",137,20.73777,22,"N"
"138","71",717009.752506949,9677085.28012896,2612.9,11.48972,718890.563381666,9676559.99646703,2620.4,11.70444,2.80141953229566,0.21472,1,1686483736,"614820f9e6",138,17602.992,21,"N"
"139","72",718902.642613911,9676555.49602875,2624.1,16.29694,718892.376684705,9676560.44674063,2624.1,16.37944,0.221402660296991,0.0824999999999996,1,1686500566,"614820f9e6",139,4200.012,21,"N"
