"user","tripid","ox","oy","dx","dy","olong","olat","dlong","dlat","starttime","endtime","mode","points","tdistance","ttime","date","wday","hour","day","departureseconds","arrivalseconds","stayindestination","dtrips","home"
"imendoza",110,726566.27462629,9680386.2773457,726565.517778239,9680385.91371272,-78.9617617,-2.8897823,-78.9617685,-2.8897856,2020-01-06 17:11:03,2020-01-06 18:10:59,"walking",3,0.239989197015538,3595.77999997139,2020-01-06 17:11:03,2,18,"2020-01-06",1578348663.968,1578352259.748,0,124,"Y"
"imendoza",111,726565.517778239,9680385.91371272,726566.933433956,9680387.78036872,-78.9617685,-2.8897856,-78.9617558,-2.8897687,2020-01-06 18:10:59,2020-01-06 19:26:05,"walking",3,2.04535416709069,4505.64400005341,2020-01-06 18:10:59,2,19,"2020-01-06",1578352259.748,1578356765.392,0,124,"Y"
"imendoza",112,726566.933433956,9680387.78036872,726566.553531499,9680386.77456019,-78.9617558,-2.8897687,-78.9617592,-2.8897778,2020-01-06 19:26:05,2020-01-06 20:46:00,"walking",3,0.906818171291008,4795.33800005913,2020-01-06 19:26:05,2,20,"2020-01-06",1578356765.392,1578361560.73,0,124,"Y"
"imendoza",113,726566.553531499,9680386.77456019,726568.370973481,9680389.4478995,-78.9617592,-2.8897778,-78.9617429,-2.8897536,2020-01-06 20:46:00,2020-01-06 21:06:09,"walking",3,4.37253940675142,1208.67499995232,2020-01-06 20:46:00,2,21,"2020-01-06",1578361560.73,1578362769.405,0,124,"Y"
"imendoza",114,726568.370973481,9680389.4478995,722109.575360449,9677156.70530684,-78.9617429,-2.8897536,-79.0017872,-2.9190542,2020-01-06 21:06:09,2020-01-07 08:28:13,"in_vehicle",21,18868.8201017019,40923.748000145,2020-01-06 21:06:09,2,8,"2020-01-06",1578362769.405,1578403693.153,0,24,"N"
"imendoza",115,722109.575360449,9677156.70530684,722122.31127369,9677058.59097085,-79.0017872,-2.9190542,-79.0016711,-2.9199411,2020-01-07 08:28:13,2020-01-07 10:28:13,"walking",3,34.0538550323803,7200.58899998665,2020-01-07 08:28:13,3,10,"2020-01-07",1578403693.153,1578410893.742,0,10,"N"
"imendoza",116,722122.31127369,9677058.59097085,722124.901428113,9677076.9128933,-79.0016711,-2.9199411,-79.0016481,-2.9197754,2020-01-07 10:28:13,2020-01-07 11:45:36,"walking",3,47.6751630428936,4642.78699994087,2020-01-07 10:28:13,3,11,"2020-01-07",1578410893.742,1578415536.529,0,10,"N"
"imendoza",117,722124.901428113,9677076.9128933,722109.543160081,9677157.35790777,-79.0016481,-2.9197754,-79.0017875,-2.9190483,2020-01-07 11:45:36,2020-01-07 12:24:09,"walking",3,39.4324798140627,2313.28799986839,2020-01-07 11:45:36,3,12,"2020-01-07",1578415536.529,1578417849.817,0,24,"N"
"imendoza",118,722109.543160081,9677157.35790777,722240.85476119,9677248.9009978,-79.0017875,-2.9190483,-79.0006081,-2.9182185,2020-01-07 12:24:09,2020-01-07 14:18:22,"walking",3,54.3068597058078,6852.35199999809,2020-01-07 12:24:09,3,14,"2020-01-07",1578417849.817,1578424702.169,855634.545000076,5,"N"
"imendoza",119,722114.769250616,9677157.19378125,726567.078655177,9680388.1450991,-79.0017405,-2.9190497,-78.9617545,-2.8897654,2020-01-17 11:58:56,2020-01-17 12:51:51,"in_vehicle",35,7417.39324847627,3175.19799995422,2020-01-17 11:58:56,6,12,"2020-01-17",1579280336.714,1579283511.912,0,124,"Y"
"imendoza",120,726567.078655177,9680388.1450991,722115.164912779,9677123.28292389,-78.9617545,-2.8897654,-79.0017364,-2.9193563,2020-01-17 12:51:51,2020-01-17 14:11:55,"in_vehicle",31,7634.64864563106,4803.29500007629,2020-01-17 12:51:51,6,14,"2020-01-17",1579283511.912,1579288315.207,0,24,"N"
"imendoza",121,722115.164912779,9677123.28292389,722114.343905483,9677124.33508883,-79.0017364,-2.9193563,-79.0017438,-2.9193468,2020-01-17 14:11:55,2020-01-17 14:46:55,"walking",3,15.488924750707,2100.65799999237,2020-01-17 14:11:55,6,14,"2020-01-17",1579288315.207,1579290415.865,0,24,"N"
"imendoza",122,722114.343905483,9677124.33508883,722228.936810367,9677081.50589529,-79.0017438,-2.9193468,-79.0007126,-2.9197322,2020-01-17 14:46:55,2020-01-17 15:42:17,"walking",3,109.544481775458,3321.99799990654,2020-01-17 14:46:55,6,15,"2020-01-17",1579290415.865,1579293737.863,0,25,"N"
"imendoza",123,722228.936810367,9677081.50589529,722333.716633046,9677210.76667641,-79.0007126,-2.9197322,-78.9997724,-2.9185618,2020-01-17 15:42:17,2020-01-17 16:16:55,"walking",3,149.20683353347,2078.01700019836,2020-01-17 15:42:17,6,16,"2020-01-17",1579293737.863,1579295815.88,0,5,"N"
"imendoza",124,722333.716633046,9677210.76667641,722139.00475122,9677078.72379704,-78.9997724,-2.9185618,-79.0015213,-2.9197588,2020-01-17 16:16:55,2020-01-17 17:37:01,"walking",6,827.430672369067,4805.4849998951,2020-01-17 16:16:55,6,17,"2020-01-17",1579295815.88,1579300621.365,0,10,"N"
"imendoza",125,722139.00475122,9677078.72379704,726566.733007192,9680387.63694402,-79.0015213,-2.9197588,-78.9617576,-2.88977,2020-01-17 17:37:01,2020-01-17 18:13:22,"in_vehicle",38,8370.92579568947,2181.22799992561,2020-01-17 17:37:01,6,18,"2020-01-17",1579300621.365,1579302802.593,0,124,"Y"
"imendoza",126,726566.733007192,9680387.63694402,722172.545172412,9677005.1479109,-78.9617576,-2.88977,-79.0012185,-2.9204235,2020-01-17 18:13:22,2020-01-17 19:40:15,"in_vehicle",51,19611.3782076654,5212.72399997711,2020-01-17 18:13:22,6,19,"2020-01-17",1579302802.593,1579308015.317,0,25,"N"
"imendoza",127,722172.545172412,9677005.1479109,722095.934233943,9677077.07497481,-79.0012185,-2.9204235,-79.0019086,-2.9197744,2020-01-17 19:40:15,2020-01-17 19:58:22,"walking",5,629.770501314561,1087.62900018692,2020-01-17 19:40:15,6,19,"2020-01-17",1579308015.317,1579309102.946,0,8,"N"
"imendoza",128,722095.934233943,9677077.07497481,722097.625758827,9677077.80193292,-79.0019086,-2.9197744,-79.0018934,-2.9197678,2020-01-17 19:58:22,2020-01-17 20:51:57,"walking",3,36.0836193389921,3214.45499992371,2020-01-17 19:58:22,6,20,"2020-01-17",1579309102.946,1579312317.401,0,8,"N"
"imendoza",129,722097.625758827,9677077.80193292,726568.299547346,9680386.82672909,-79.0018934,-2.9197678,-78.9617435,-2.8897773,2020-01-17 20:51:57,2020-01-17 22:26:57,"in_vehicle",26,11049.2839581518,5700.16700005531,2020-01-17 20:51:57,6,22,"2020-01-17",1579312317.401,1579318017.568,0,124,"Y"
"imendoza",130,726568.299547346,9680386.82672909,726573.131495115,9680389.97025388,-78.9617435,-2.8897773,-78.9617001,-2.8897488,2020-01-17 22:26:57,2020-01-18 11:31:58,"in_vehicle",46,14221.7400125511,47101.0239999294,2020-01-17 22:26:57,6,11,"2020-01-17",1579318017.568,1579365118.592,0,124,"Y"
"imendoza",131,726573.131495115,9680389.97025388,726565.897760069,9680386.96376242,-78.9617001,-2.8897488,-78.9617651,-2.8897761,2020-01-18 11:31:58,2020-01-18 17:57:29,"in_vehicle",8,1232.98994765102,23131.1819999218,2020-01-18 11:31:58,7,17,"2020-01-18",1579365118.592,1579388249.774,0,124,"Y"
"imendoza",132,726565.897760069,9680386.96376242,726566.844470052,9680387.78052834,-78.9617651,-2.8897761,-78.9617566,-2.8897687,2020-01-18 17:57:29,2020-01-19 21:35:05,"in_vehicle",111,53845.6178734843,99455.6660001278,2020-01-18 17:57:29,7,21,"2020-01-18",1579388249.774,1579487705.44,0,124,"Y"
"imendoza",133,726566.844470052,9680387.78052834,726557.395139112,9680383.31804822,-78.9617566,-2.8897687,-78.9618415,-2.8898092,2020-01-19 21:35:05,2020-01-19 22:05:17,"in_vehicle",3,4.79937376032932,1811.99199986458,2020-01-19 21:35:05,1,22,"2020-01-19",1579487705.44,1579489517.432,0,124,"Y"
"imendoza",134,726557.395139112,9680383.31804822,722110.142005084,9677156.43885853,-78.9618415,-2.8898092,-79.0017821,-2.9190566,2020-01-19 22:05:17,2020-01-20 08:47:03,"in_vehicle",22,13428.2385562157,38506.2860000134,2020-01-19 22:05:17,1,8,"2020-01-19",1579489517.432,1579528023.718,0,24,"N"
"imendoza",135,722110.142005084,9677156.43885853,722124.912508718,9677076.89075348,-79.0017821,-2.9190566,-79.001648,-2.9197756,2020-01-20 08:47:03,2020-01-20 10:17:04,"walking",3,82.7785438183773,5400.63100004196,2020-01-20 08:47:03,2,10,"2020-01-20",1579528023.718,1579533424.349,0,10,"N"
"imendoza",136,722124.912508718,9677076.89075348,722111.860428123,9677159.78700441,-79.001648,-2.9197756,-79.0017667,-2.9190263,2020-01-20 10:17:04,2020-01-20 10:41:53,"walking",3,66.9318337921987,1489.51300001144,2020-01-20 10:17:04,2,10,"2020-01-20",1579533424.349,1579534913.862,0,24,"N"
"imendoza",137,722111.860428123,9677159.78700441,722344.132663633,9677221.36582769,-79.0017667,-2.9190263,-78.9996789,-2.9184658,2020-01-20 10:41:53,2020-01-24 17:12:40,"walking",5,650.240351190656,369046.730000019,2020-01-20 10:41:53,2,17,"2020-01-20",1579534913.862,1579903960.592,0,5,"N"
"imendoza",138,722344.132663633,9677221.36582769,727008.140641323,9680790.04955731,-78.9996789,-2.9184658,-78.9577948,-2.8861245,2020-01-24 17:12:40,2020-01-24 18:22:25,"in_vehicle",44,9523.93595559963,4184.7009999752,2020-01-24 17:12:40,6,18,"2020-01-24",1579903960.592,1579908145.293,0,25,"N"
"imendoza",139,727008.140641323,9680790.04955731,724058.962420195,9679324.60534116,-78.9577948,-2.8861245,-78.9842916,-2.8994218,2020-01-24 18:22:25,2020-01-24 18:47:26,"in_vehicle",17,6149.02114273069,1501.14300012589,2020-01-24 18:22:25,6,18,"2020-01-24",1579908145.293,1579909646.436,0,25,"N"
"imendoza",140,724058.962420195,9679324.60534116,726565.818229858,9680386.02377696,-78.9842916,-2.8994218,-78.9617658,-2.8897846,2020-01-24 18:47:26,2020-01-24 19:57:27,"in_vehicle",71,21737.6836300469,4200.81299996376,2020-01-24 18:47:26,6,19,"2020-01-24",1579909646.436,1579913847.249,0,124,"Y"
"imendoza",141,726565.818229858,9680386.02377696,726566.118443342,9680386.00111764,-78.9617658,-2.8897846,-78.9617631,-2.8897848,2020-01-24 19:57:27,2020-01-24 20:11:23,"walking",3,0.706157287115752,836.226999998093,2020-01-24 19:57:27,6,20,"2020-01-24",1579913847.249,1579914683.476,0,124,"Y"
"imendoza",142,726566.118443342,9680386.00111764,736409.812289059,9718936.27327729,-78.9617631,-2.8897848,-78.873857,-2.5410949,2020-01-24 20:11:23,2020-01-25 15:12:37,"in_vehicle",179,134282.031272731,68473.8669998646,2020-01-24 20:11:23,6,15,"2020-01-24",1579914683.476,1579983157.343,0,25,"N"
"imendoza",143,736409.812289059,9718936.27327729,726565.473415356,9680385.98015431,-78.873857,-2.5410949,-78.9617689,-2.889785,2020-01-25 15:12:37,2020-01-25 19:12:33,"in_vehicle",314,245276.058922747,14396.4040000439,2020-01-25 15:12:37,7,19,"2020-01-25",1579983157.343,1579997553.747,0,124,"Y"
"imendoza",144,726565.473415356,9680385.98015431,726565.841641668,9680386.6762945,-78.9617689,-2.889785,-78.9617656,-2.8897787,2020-01-25 19:12:33,2020-01-25 22:42:37,"walking",3,11.4669509908661,12603.2820000648,2020-01-25 19:12:33,7,22,"2020-01-25",1579997553.747,1580010157.029,0,124,"Y"
"imendoza",145,726565.841641668,9680386.6762945,723630.853397549,9680672.28298838,-78.9617656,-2.8897787,-78.9881629,-2.8872437,2020-01-25 22:42:37,2020-01-26 10:54:52,"in_vehicle",39,7908.5032356029,43935.2699999809,2020-01-25 22:42:37,7,10,"2020-01-25",1580010157.029,1580054092.299,0,4,"N"
"imendoza",146,723630.853397549,9680672.28298838,723631.54673748,9680668.18950626,-78.9881629,-2.8872437,-78.9881566,-2.8872807,2020-01-26 10:54:52,2020-01-26 11:04:48,"walking",3,4.69223665280334,595.881999969482,2020-01-26 10:54:52,1,11,"2020-01-26",1580054092.299,1580054688.181,0,4,"N"
"imendoza",147,723631.54673748,9680668.18950626,723628.156362599,9680675.22976024,-78.9881566,-2.8872807,-78.9881872,-2.8872171,2020-01-26 11:04:48,2020-01-26 11:22:38,"walking",3,1.51490666124154,1069.95499992371,2020-01-26 11:04:48,1,11,"2020-01-26",1580054688.181,1580055758.136,0,4,"N"
"imendoza",148,723628.156362599,9680675.22976024,723630.352830618,9680665.91322801,-78.9881872,-2.8872171,-78.9881673,-2.8873013,2020-01-26 11:22:38,2020-01-26 11:32:35,"walking",3,2.70340233823916,597.09700012207,2020-01-26 11:22:38,1,11,"2020-01-26",1580055758.136,1580056355.233,0,4,"N"
"imendoza",149,723630.352830618,9680665.91322801,726564.724830172,9680384.02381879,-78.9881673,-2.8873013,-78.9617756,-2.8898027,2020-01-26 11:32:35,2020-01-26 12:07:36,"in_vehicle",21,11604.6401712875,2101.54999995232,2020-01-26 11:32:35,1,12,"2020-01-26",1580056355.233,1580058456.783,0,124,"Y"
"imendoza",150,726564.724830172,9680384.02381879,726555.810778935,9680374.19611797,-78.9617756,-2.8898027,-78.9618556,-2.8898917,2020-01-26 12:07:36,2020-01-26 13:07:44,"walking",3,14.7284951491287,3607.76399993896,2020-01-26 12:07:36,1,13,"2020-01-26",1580058456.783,1580062064.547,0,124,"Y"
"imendoza",151,726555.810778935,9680374.19611797,726566.886828625,9680386.59699688,-78.9618556,-2.8898917,-78.9617562,-2.8897794,2020-01-26 13:07:44,2020-01-26 13:21:52,"walking",3,1.3774136656062,848.088000059128,2020-01-26 13:07:44,1,13,"2020-01-26",1580062064.547,1580062912.635,0,124,"Y"
"imendoza",152,726566.886828625,9680386.59699688,726566.907878915,9680385.93333922,-78.9617562,-2.8897794,-78.961756,-2.8897854,2020-01-26 13:21:52,2020-01-26 15:22:40,"walking",3,1.83491678695563,7248.12400007248,2020-01-26 13:21:52,1,15,"2020-01-26",1580062912.635,1580070160.759,0,124,"Y"
"imendoza",153,726566.907878915,9680385.93333922,726565.551873955,9680386.3228838,-78.961756,-2.8897854,-78.9617682,-2.8897819,2020-01-26 15:22:40,2020-01-26 16:07:40,"walking",3,0.466226696453262,2699.70399999619,2020-01-26 15:22:40,1,16,"2020-01-26",1580070160.759,1580072860.463,0,124,"Y"
"imendoza",154,726565.551873955,9680386.3228838,726566.640848292,9680385.85639602,-78.9617682,-2.8897819,-78.9617584,-2.8897861,2020-01-26 16:07:40,2020-01-26 17:28:00,"walking",3,1.06847311113471,4819.63999986649,2020-01-26 16:07:40,1,17,"2020-01-26",1580072860.463,1580077680.103,0,124,"Y"
"imendoza",155,726566.640848292,9680385.85639602,726565.962597754,9680385.91291461,-78.9617584,-2.8897861,-78.9617645,-2.8897856,2020-01-26 17:28:00,2020-01-26 18:47:41,"walking",3,11.3024593328414,4781.68400001526,2020-01-26 17:28:00,1,18,"2020-01-26",1580077680.103,1580082461.787,0,124,"Y"
"imendoza",156,726565.962597754,9680385.91291461,726566.497472631,9680386.52027315,-78.9617645,-2.8897856,-78.9617597,-2.8897801,2020-01-26 18:47:41,2020-01-26 19:28:44,"walking",3,1.23496603816622,2462.47699999809,2020-01-26 18:47:41,1,19,"2020-01-26",1580082461.787,1580084924.264,0,124,"Y"
"imendoza",157,726566.497472631,9680386.52027315,724881.949396719,9679565.09105674,-78.9617597,-2.8897801,-78.9768947,-2.8972342,2020-01-26 19:28:44,2020-01-26 20:22:40,"in_vehicle",14,2359.16807226512,3236.61100006104,2020-01-26 19:28:44,1,20,"2020-01-26",1580084924.264,1580088160.875,0,3,"N"
"imendoza",158,724881.949396719,9679565.09105674,724869.081660127,9679558.02442521,-78.9768947,-2.8972342,-78.9770103,-2.8972983,2020-01-26 20:22:40,2020-01-26 20:37:41,"walking",3,27.9853683197324,900.444000005722,2020-01-26 20:22:40,1,20,"2020-01-26",1580088160.875,1580089061.319,0,3,"N"
"imendoza",159,724869.081660127,9679558.02442521,726565.841621823,9680386.6652342,-78.9770103,-2.8972983,-78.9617656,-2.8897788,2020-01-26 20:37:41,2020-01-26 21:22:43,"in_vehicle",13,2177.75452530248,2702.39899992943,2020-01-26 20:37:41,1,21,"2020-01-26",1580089061.319,1580091763.718,0,124,"Y"
"imendoza",160,726565.841621823,9680386.6652342,726566.357676441,9680382.98121793,-78.9617656,-2.8897788,-78.9617609,-2.8898121,2020-01-26 21:22:43,2020-01-27 06:35:14,"walking",3,2.42318912217622,33150.4019999504,2020-01-26 21:22:43,1,6,"2020-01-26",1580091763.718,1580124914.12,0,124,"Y"
"imendoza",161,726566.357676441,9680382.98121793,722109.642866052,9677157.14758942,-78.9617609,-2.8898121,-79.0017866,-2.9190502,2020-01-27 06:35:14,2020-01-27 08:51:14,"in_vehicle",32,9907.64973929697,8160.50800013542,2020-01-27 06:35:14,2,8,"2020-01-27",1580124914.12,1580133074.628,0,24,"N"
"imendoza",162,722109.642866052,9677157.14758942,722109.064826371,9677157.25921709,-79.0017866,-2.9190502,-79.0017918,-2.9190492,2020-01-27 08:51:14,2020-01-27 09:11:15,"walking",3,43.5525689939043,1200.43799996376,2020-01-27 08:51:14,2,9,"2020-01-27",1580133074.628,1580134275.066,0,24,"N"
"imendoza",163,722109.064826371,9677157.25921709,722089.540626907,9677096.05434291,-79.0017918,-2.9190492,-79.0019664,-2.9196029,2020-01-27 09:11:15,2020-01-27 10:01:14,"walking",3,54.893397418135,2999.78299999237,2020-01-27 09:11:15,2,10,"2020-01-27",1580134275.066,1580137274.849,0,8,"N"
"imendoza",164,722089.540626907,9677096.05434291,722089.540705519,9677096.09858301,-79.0019664,-2.9196029,-79.0019664,-2.9196025,2020-01-27 10:01:14,2020-01-27 11:56:16,"walking",3,1.1731573446267,6901.23000001907,2020-01-27 10:01:14,2,11,"2020-01-27",1580137274.849,1580144176.079,0,8,"N"
"imendoza",165,722089.540705519,9677096.09858301,726566.197338526,9680386.58717365,-79.0019664,-2.9196025,-78.9617624,-2.8897795,2020-01-27 11:56:16,2020-01-27 13:56:17,"in_vehicle",24,11739.7874953835,7201.0759999752,2020-01-27 11:56:16,2,13,"2020-01-27",1580144176.079,1580151377.155,0,124,"Y"
"imendoza",166,726566.197338526,9680386.58717365,726566.722204217,9680387.81392871,-78.9617624,-2.8897795,-78.9617577,-2.8897684,2020-01-27 13:56:17,2020-01-27 14:16:16,"walking",3,4.16775939416282,1198.87199997902,2020-01-27 13:56:17,2,14,"2020-01-27",1580151377.155,1580152576.027,0,124,"Y"
"imendoza",167,726566.722204217,9680387.81392871,724942.416333179,9679369.04000092,-78.9617577,-2.8897684,-78.9763478,-2.8990058,2020-01-27 14:16:16,2020-01-27 15:36:14,"in_vehicle",14,4999.66334335867,4798.86599993706,2020-01-27 14:16:16,2,15,"2020-01-27",1580152576.027,1580157374.893,0,25,"N"
"imendoza",168,724942.416333179,9679369.04000092,722195.345940945,9677089.18600701,-78.9763478,-2.8990058,-79.0010148,-2.9196633,2020-01-27 15:36:14,2020-01-27 17:26:18,"in_vehicle",26,7524.56920028121,6603.86000013351,2020-01-27 15:36:14,2,17,"2020-01-27",1580157374.893,1580163978.753,0,25,"N"
"imendoza",169,722195.345940945,9677089.18600701,726566.196405825,9680386.06733975,-79.0010148,-2.9196633,-78.9617624,-2.8897842,2020-01-27 17:26:18,2020-01-27 18:46:17,"in_vehicle",25,17913.5596681614,4798.85699987411,2020-01-27 17:26:18,2,18,"2020-01-27",1580163978.753,1580168777.61,0,124,"Y"
"imendoza",170,726566.196405825,9680386.06733975,732883.794577801,9684033.30743915,-78.9617624,-2.8897842,-78.9050133,-2.8567056,2020-01-27 18:46:17,2020-01-27 19:39:33,"in_vehicle",41,27573.9424282836,3196.16800022125,2020-01-27 18:46:17,2,19,"2020-01-27",1580168777.61,1580171973.778,0,3,"N"
"imendoza",171,732883.794577801,9684033.30743915,732889.698224713,9684032.35651438,-78.9050133,-2.8567056,-78.9049602,-2.8567141,2020-01-27 19:39:33,2020-01-27 20:06:18,"walking",3,24.7641597186745,1604.97899985313,2020-01-27 19:39:33,2,20,"2020-01-27",1580171973.778,1580173578.757,0,3,"N"
"imendoza",172,732889.698224713,9684032.35651438,732853.076772323,9684075.5047849,-78.9049602,-2.8567141,-78.9052902,-2.8563246,2020-01-27 20:06:18,2020-01-27 20:26:24,"walking",3,71.934480057201,1206.16799998283,2020-01-27 20:06:18,2,20,"2020-01-27",1580173578.757,1580174784.925,0,25,"N"
"imendoza",173,732853.076772323,9684075.5047849,732890.542206353,9684031.68027152,-78.9052902,-2.8563246,-78.9049526,-2.8567202,2020-01-27 20:26:24,2020-01-27 20:41:19,"walking",3,45.8643100433993,894.516999959946,2020-01-27 20:26:24,2,20,"2020-01-27",1580174784.925,1580175679.442,0,3,"N"
"imendoza",174,732890.542206353,9684031.68027152,732333.426168384,9684234.50809487,-78.9049526,-2.8567202,-78.9099654,-2.8548956,2020-01-27 20:41:19,2020-01-27 21:31:18,"in_vehicle",10,4527.80988227582,2998.91100001335,2020-01-27 20:41:19,2,21,"2020-01-27",1580175679.442,1580178678.353,0,25,"N"
"imendoza",175,732333.426168384,9684234.50809487,726566.531310367,9680386.78566039,-78.9099654,-2.8548956,-78.9617594,-2.8897777,2020-01-27 21:31:18,2020-01-27 22:16:19,"in_vehicle",22,24567.8917725942,2700.8100001812,2020-01-27 21:31:18,2,22,"2020-01-27",1580178678.353,1580181379.163,0,124,"Y"
"imendoza",176,726566.531310367,9680386.78566039,722239.993544293,9677258.6132706,-78.9617594,-2.8897777,-79.000616,-2.9181307,2020-01-27 22:16:19,2020-01-28 09:16:20,"in_vehicle",19,5993.69145741866,39601.4849998951,2020-01-27 22:16:19,2,9,"2020-01-27",1580181379.163,1580220980.648,0,5,"N"
"imendoza",177,722239.993544293,9677258.6132706,722108.540381925,9677156.24262311,-79.000616,-2.9181307,-79.0017965,-2.9190584,2020-01-28 09:16:20,2020-01-28 09:46:20,"walking",7,871.424945331878,1800.00900006294,2020-01-28 09:16:20,3,9,"2020-01-28",1580220980.648,1580222780.657,0,24,"N"
"imendoza",178,722108.540381925,9677156.24262311,726565.952013072,9680386.21156255,-79.0017965,-2.9190584,-78.9617646,-2.8897829,2020-01-28 09:46:20,2020-01-28 13:26:20,"in_vehicle",23,5997.22423768713,13199.6519999504,2020-01-28 09:46:20,3,13,"2020-01-28",1580222780.657,1580235980.309,0,124,"Y"
"imendoza",179,726565.952013072,9680386.21156255,726566.842783255,9680386.8404032,-78.9617646,-2.8897829,-78.9617566,-2.8897772,2020-01-28 13:26:20,2020-01-28 14:06:20,"walking",3,0.938980313306493,2400.42199993134,2020-01-28 13:26:20,3,14,"2020-01-28",1580235980.309,1580238380.731,0,124,"Y"
"imendoza",180,726566.842783255,9680386.8404032,726566.63284342,9680387.59288241,-78.9617566,-2.8897772,-78.9617585,-2.8897704,2020-01-28 14:06:20,2020-01-28 14:41:21,"walking",3,1.65400569034145,2101.24300003052,2020-01-28 14:06:20,3,14,"2020-01-28",1580238380.731,1580240481.974,0,124,"Y"
"imendoza",181,726566.63284342,9680387.59288241,726567.744606867,9680393.62982863,-78.9617585,-2.8897704,-78.9617486,-2.8897158,2020-01-28 14:41:21,2020-01-28 15:11:32,"walking",3,3.81780900912947,1810.29399991035,2020-01-28 14:41:21,3,15,"2020-01-28",1580240481.974,1580242292.268,0,124,"Y"
"imendoza",182,726567.744606867,9680393.62982863,726565.662721631,9680386.12359896,-78.9617486,-2.8897158,-78.9617672,-2.8897837,2020-01-28 15:11:32,2020-01-28 15:38:27,"walking",3,1.56161734180644,1614.90300011635,2020-01-28 15:11:32,3,15,"2020-01-28",1580242292.268,1580243907.171,0,124,"Y"
"imendoza",183,726565.662721631,9680386.12359896,726566.128889108,9680385.62504763,-78.9617672,-2.8897837,-78.961763,-2.8897882,2020-01-28 15:38:27,2020-01-28 15:51:23,"walking",3,2.54510889187117,776.105999946594,2020-01-28 15:38:27,3,15,"2020-01-28",1580243907.171,1580244683.277,0,124,"Y"
"imendoza",184,726566.128889108,9680385.62504763,726571.903967346,9680393.78827082,-78.961763,-2.8897882,-78.9617112,-2.8897143,2020-01-28 15:51:23,2020-01-28 16:21:24,"in_vehicle",9,11386.7792897198,1800.7380001545,2020-01-28 15:51:23,3,16,"2020-01-28",1580244683.277,1580246484.015,0,124,"Y"
"imendoza",185,726571.903967346,9680393.78827082,722363.850030202,9677103.5077466,-78.9617112,-2.8897143,-78.9994997,-2.9195311,2020-01-28 16:21:24,2020-01-28 18:26:31,"in_vehicle",29,9912.40383182235,7507.81999993324,2020-01-28 16:21:24,3,18,"2020-01-28",1580246484.015,1580253991.835,0,25,"N"
"imendoza",186,722363.850030202,9677103.5077466,726565.885190921,9680386.15638079,-78.9994997,-2.9195311,-78.9617652,-2.8897834,2020-01-28 18:26:31,2020-01-28 19:51:23,"in_vehicle",25,6004.76867732378,5091.80999994278,2020-01-28 18:26:31,3,19,"2020-01-28",1580253991.835,1580259083.645,0,124,"Y"
"imendoza",187,726565.885190921,9680386.15638079,726568.403183955,9680388.80634248,-78.9617652,-2.8897834,-78.9617426,-2.8897594,2020-01-28 19:51:23,2020-01-28 20:16:24,"walking",3,1.30723269636371,1501.01399993896,2020-01-28 19:51:23,3,20,"2020-01-28",1580259083.645,1580260584.659,0,124,"Y"
"imendoza",188,726568.403183955,9680388.80634248,726566.331260653,9680386.85238132,-78.9617426,-2.8897594,-78.9617612,-2.8897771,2020-01-28 20:16:24,2020-01-28 22:11:40,"walking",4,7.27334892371368,6916.22699999809,2020-01-28 20:16:24,3,22,"2020-01-28",1580260584.659,1580267500.886,0,124,"Y"
"imendoza",189,726566.331260653,9680386.85238132,726566.453943223,9680387.05124716,-78.9617612,-2.8897771,-78.9617601,-2.8897753,2020-01-28 22:11:40,2020-01-29 07:31:25,"walking",5,519.823259479761,33584.3600001335,2020-01-28 22:11:40,3,7,"2020-01-28",1580267500.886,1580301085.246,0,124,"Y"
"imendoza",190,726566.453943223,9680387.05124716,722126.028053861,9677147.7174213,-78.9617601,-2.8897753,-79.0016391,-2.9191352,2020-01-29 07:31:25,2020-01-29 08:55:39,"in_vehicle",32,12900.9301420286,5054.11999988556,2020-01-29 07:31:25,4,8,"2020-01-29",1580301085.246,1580306139.366,0,24,"N"
"imendoza",191,722126.028053861,9677147.7174213,726570.452786966,9680390.71610237,-79.0016391,-2.9191352,-78.9617242,-2.8897421,2020-01-29 08:55:39,2020-01-29 10:06:36,"in_vehicle",27,10344.690536494,4257.40499997139,2020-01-29 08:55:39,4,10,"2020-01-29",1580306139.366,1580310396.771,0,124,"Y"
"imendoza",192,726570.452786966,9680390.71610237,722109.463139326,9677156.13038296,-78.9617242,-2.8897421,-79.0017882,-2.9190594,2020-01-29 10:06:36,2020-01-29 10:31:24,"in_vehicle",19,13121.7366857337,1487.94800019264,2020-01-29 10:06:36,4,10,"2020-01-29",1580310396.771,1580311884.719,0,24,"N"
"imendoza",193,722109.463139326,9677156.13038296,722124.950409302,9677079.44556093,-79.0017882,-2.9190594,-79.0016477,-2.9197525,2020-01-29 10:31:24,2020-01-29 11:51:28,"walking",3,12.8940848119753,4803.8029999733,2020-01-29 10:31:24,4,11,"2020-01-29",1580311884.719,1580316688.522,0,10,"N"
"imendoza",194,722124.950409302,9677079.44556093,722114.168260695,9677150.64729162,-79.0016477,-2.9197525,-79.0017458,-2.9191089,2020-01-29 11:51:28,2020-01-29 12:21:28,"walking",3,14.5757728988409,1800.15799999237,2020-01-29 11:51:28,4,12,"2020-01-29",1580316688.522,1580318488.68,0,24,"N"
